name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date
HD 7199 b,118,0.27 Jupiters,8.06,2011
HD 72892 b,227,5.45 Jupiters,8.83,2016
HD 73526 b,317,3.08 Jupiters,8.99,2002
HD 73526 c,317,2.25 Jupiters,8.99,2005
HD 73534 b,272,1.112 Jupiters,8.23,2008
HD 74156 b,188,1.8 Jupiters,7.61,2003
HD 74156 c,188,8.06 Jupiters,7.61,2003
HD 7449 b,126,0.508 Jupiters,7.5,2011
HD 75289 b,95,0.49 Jupiters,6.35,1999
HD 69830 d,41,18.1 Earths,5.96004,2006
HD 7199 b,118,0.27 Jupiters,8.06,2011
HD 72892 b,227,5.45 Jupiters,8.83,2016
HD 73526 b,317,3.08 Jupiters,8.99,2002
HD 73526 c,317,2.25 Jupiters,8.99,2005
HD 73534 b,272,1.112 Jupiters,8.23,2008
HD 74156 b,188,1.8 Jupiters,7.61,2003
HD 74156 c,188,8.06 Jupiters,7.61,2003
HD 7449 b,126,0.508 Jupiters,7.5,2011
HD 75289 b,95,0.49 Jupiters,6.35,1999
HD 64114 b,103,17.8 Earths,7.71,2019
HD 65216 c,115,2.03 Jupiters,7.97,2013
HD 66141 b,222,6 Jupiters,4.37821,2012
HD 67087 c,250,4.85 Jupiters,8.05,2015
HD 68988 b,198,1.97 Jupiters,8.2,2001
HD 69830 b,41,10.2 Earths,5.96004,2006
HD 69830 c,41,11.8 Earths,5.96004,2006
HD 69830 d,41,18.1 Earths,5.96004,2006
HD 7199 b,118,0.27 Jupiters,8.06,2011
HD 72892 b,227,5.45 Jupiters,8.83,2016
HD 69830 d,41,18.1 Earths,5.96004,2006
HD 7199 b,118,0.27 Jupiters,8.06,2011
HD 72892 b,227,5.45 Jupiters,8.83,2016
HD 73526 b,317,3.08 Jupiters,8.99,2002
HD 73526 c,317,2.25 Jupiters,8.99,2005
HD 73534 b,272,1.112 Jupiters,8.23,2008
HD 74156 b,188,1.8 Jupiters,7.61,2003
HD 74156 c,188,8.06 Jupiters,7.61,2003
HD 7449 b,126,0.508 Jupiters,7.5,2011
HD 75289 b,95,0.49 Jupiters,6.35,1999
HD 69830 d,41,18.1 Earths,5.96004,2006
HD 7199 b,118,0.27 Jupiters,8.06,2011
HD 72892 b,227,5.45 Jupiters,8.83,2016
HD 73526 b,317,3.08 Jupiters,8.99,2002
HD 73526 c,317,2.25 Jupiters,8.99,2005
HD 73534 b,272,1.112 Jupiters,8.23,2008
HD 74156 b,188,1.8 Jupiters,7.61,2003
HD 74156 c,188,8.06 Jupiters,7.61,2003
HD 7449 b,126,0.508 Jupiters,7.5,2011
HD 75289 b,95,0.49 Jupiters,6.35,1999
HD 69830 b,41,10.2 Earths,5.96004,2006
HD 69830 c,41,11.8 Earths,5.96004,2006
HD 69830 d,41,18.1 Earths,5.96004,2006
HD 7199 b,118,0.27 Jupiters,8.06,2011
HD 72892 b,227,5.45 Jupiters,8.83,2016
HD 73526 b,317,3.08 Jupiters,8.99,2002
HD 73526 c,317,2.25 Jupiters,8.99,2005
HD 73534 b,272,1.112 Jupiters,8.23,2008
HD 74156 b,188,1.8 Jupiters,7.61,2003
HD 74156 c,188,8.06 Jupiters,7.61,2003
HD 69830 b,41,10.2 Earths,5.96004,2006
HD 69830 c,41,11.8 Earths,5.96004,2006
HD 69830 d,41,18.1 Earths,5.96004,2006
HD 7199 b,118,0.27 Jupiters,8.06,2011
HD 72892 b,227,5.45 Jupiters,8.83,2016
HD 73526 b,317,3.08 Jupiters,8.99,2002
HD 73526 c,317,2.25 Jupiters,8.99,2005
HD 73534 b,272,1.112 Jupiters,8.23,2008
HD 74156 b,188,1.8 Jupiters,7.61,2003
HD 74156 c,188,8.06 Jupiters,7.61,2003
HD 69830 b,41,10.2 Earths,5.96004,2006
HD 69830 c,41,11.8 Earths,5.96004,2006
HD 69830 d,41,18.1 Earths,5.96004,2006
HD 7199 b,118,0.27 Jupiters,8.06,2011
HD 72892 b,227,5.45 Jupiters,8.83,2016
HD 73526 b,317,3.08 Jupiters,8.99,2002
HD 73526 c,317,2.25 Jupiters,8.99,2005
HD 73534 b,272,1.112 Jupiters,8.23,2008
HD 74156 b,188,1.8 Jupiters,7.61,2003
HD 74156 c,188,8.06 Jupiters,7.61,2003
HD 69830 b,41,10.2 Earths,5.96004,2006
HD 69830 c,41,11.8 Earths,5.96004,2006
HD 69830 d,41,18.1 Earths,5.96004,2006
HD 7199 b,118,0.27 Jupiters,8.06,2011
HD 72892 b,227,5.45 Jupiters,8.83,2016
HD 73526 b,317,3.08 Jupiters,8.99,2002
HD 73526 c,317,2.25 Jupiters,8.99,2005
HD 73534 b,272,1.112 Jupiters,8.23,2008
HD 74156 b,188,1.8 Jupiters,7.61,2003
HD 74156 c,188,8.06 Jupiters,7.61,2003
HD 69830 b,41,10.2 Earths,5.96004,2006
HD 69830 c,41,11.8 Earths,5.96004,2006
HD 69830 d,41,18.1 Earths,5.96004,2006
HD 7199 b,118,0.27 Jupiters,8.06,2011
HD 72892 b,227,5.45 Jupiters,8.83,2016
HD 73526 b,317,3.08 Jupiters,8.99,2002
HD 73526 c,317,2.25 Jupiters,8.99,2005
HD 73534 b,272,1.112 Jupiters,8.23,2008
HD 74156 b,188,1.8 Jupiters,7.61,2003
HD 74156 c,188,8.06 Jupiters,7.61,2003
HD 49674 b,140,31.783 Earths,8.1,2002
HD 5608 b,190,1.681 Jupiters,6.00272,2012
HD 60292 b,1028,6.5 Jupiters,6.94657,2020
HD 62509 b,34,2.3 Jupiters,1.12512,2006
HD 64114 b,103,17.8 Earths,7.71,2019
HD 65216 c,115,2.03 Jupiters,7.97,2013
HD 66141 b,222,6 Jupiters,4.37821,2012
HD 67087 c,250,4.85 Jupiters,8.05,2015
HD 68988 b,198,1.97 Jupiters,8.2,2001
HD 69830 b,41,10.2 Earths,5.96004,2006
HD 49674 b,140,31.783 Earths,8.1,2002
HD 5608 b,190,1.681 Jupiters,6.00272,2012
HD 60292 b,1028,6.5 Jupiters,6.94657,2020
HD 62509 b,34,2.3 Jupiters,1.12512,2006
HD 64114 b,103,17.8 Earths,7.71,2019
HD 65216 c,115,2.03 Jupiters,7.97,2013
HD 66141 b,222,6 Jupiters,4.37821,2012
HD 67087 c,250,4.85 Jupiters,8.05,2015
HD 68988 b,198,1.97 Jupiters,8.2,2001
HD 69830 b,41,10.2 Earths,5.96004,2006
HD 40307 b,42,4 Earths,7.17,2009
HD 40307 d,42,9.5 Earths,7.17,2009
HD 41004 B b,136,18.37 Jupiters,8.6078,2003
HD 4203 b,265,2.23 Jupiters,8.7,2001
HD 4208 b,112,0.81 Jupiters,7.783,2001
HD 42618 b,79,14.4 Earths,6.87,2016
HD 4313 b,445,1.927 Jupiters,7.83,2009
HD 44219 b,173,0.58 Jupiters,7.69,2010
HD 45364 b,112,0.1872 Jupiters,8.08,2008
HD 45364 c,112,0.6579 Jupiters,8.08,2008
HD 30856 b,428,1.547 Jupiters,7.91,2011
HD 31253 b,190,0.62 Jupiters,7.13266,2010
HD 31527 b,125,10.47 Earths,7.49,2019
HD 31527 d,125,11.82 Earths,7.49,2019
HD 330075 b,148,0.48 Jupiters,9.36,2004
HD 331093 b,164,1.5 Jupiters,8.38,2021
HD 33142 c,396,5.97 Jupiters,7.96,2018
HD 37605 b,153,2.69 Jupiters,8.67,2004
HD 37605 c,153,3.19 Jupiters,8.67,2012
HD 39855 b,76,8.5 Earths,7.51,2019
HD 30856 b,428,1.547 Jupiters,7.91,2011
HD 31253 b,190,0.62 Jupiters,7.13266,2010
HD 31527 b,125,10.47 Earths,7.49,2019
HD 31527 d,125,11.82 Earths,7.49,2019
HD 330075 b,148,0.48 Jupiters,9.36,2004
HD 331093 b,164,1.5 Jupiters,8.38,2021
HD 33142 c,396,5.97 Jupiters,7.96,2018
HD 37605 b,153,2.69 Jupiters,8.67,2004
HD 37605 c,153,3.19 Jupiters,8.67,2012
HD 39855 b,76,8.5 Earths,7.51,2019
HD 37605 b,153,2.69 Jupiters,8.67,2004
HD 37605 c,153,3.19 Jupiters,8.67,2012
HD 38283 b,124,0.4 Jupiters,6.69,2010
HD 39855 b,76,8.5 Earths,7.51,2019
HD 40307 b,42,4 Earths,7.17,2009
HD 40307 d,42,9.5 Earths,7.17,2009
HD 40956 b,380,2.7 Jupiters,6.42794,2017
HD 40979 b,111,4.67 Jupiters,6.75512,2002
HD 41004 B b,136,18.37 Jupiters,8.6078,2003
HD 4203 b,265,2.23 Jupiters,8.7,2001
HD 4208 b,112,0.81 Jupiters,7.783,2001
HD 42618 b,79,14.4 Earths,6.87,2016
HD 4313 b,445,1.927 Jupiters,7.83,2009
HD 44219 b,173,0.58 Jupiters,7.69,2010
HD 45364 b,112,0.1872 Jupiters,8.08,2008
HD 45364 c,112,0.6579 Jupiters,8.08,2008
HD 46375 b,96,0.226 Jupiters,7.91,2000
HD 4732 c,179,2.37 Jupiters,5.9,2012
HD 48265 b,295,1.525 Jupiters,8.05,2008
HD 49674 b,140,31.783 Earths,8.1,2002
HD 4208 b,112,0.81 Jupiters,7.783,2001
HD 42618 b,79,14.4 Earths,6.87,2016
HD 4313 b,445,1.927 Jupiters,7.83,2009
HD 44219 b,173,0.58 Jupiters,7.69,2010
HD 45364 b,112,0.1872 Jupiters,8.08,2008
HD 45364 c,112,0.6579 Jupiters,8.08,2008
HD 46375 b,96,0.226 Jupiters,7.91,2000
HD 4732 c,179,2.37 Jupiters,5.9,2012
HD 48265 b,295,1.525 Jupiters,8.05,2008
HD 49674 b,140,31.783 Earths,8.1,2002
HD 4208 b,112,0.81 Jupiters,7.783,2001
HD 42618 b,79,14.4 Earths,6.87,2016
HD 4313 b,445,1.927 Jupiters,7.83,2009
HD 44219 b,173,0.58 Jupiters,7.69,2010
HD 45364 b,112,0.1872 Jupiters,8.08,2008
HD 45364 c,112,0.6579 Jupiters,8.08,2008
HD 46375 b,96,0.226 Jupiters,7.91,2000
HD 4732 c,179,2.37 Jupiters,5.9,2012
HD 48265 b,295,1.525 Jupiters,8.05,2008
HD 49674 b,140,31.783 Earths,8.1,2002
HD 5608 b,190,1.681 Jupiters,6.00272,2012
HD 60292 b,1028,6.5 Jupiters,6.94657,2020
HD 62509 b,34,2.3 Jupiters,1.12512,2006
HD 64114 b,103,17.8 Earths,7.71,2019
HD 65216 c,115,2.03 Jupiters,7.97,2013
HD 66141 b,222,6 Jupiters,4.37821,2012
HD 67087 c,250,4.85 Jupiters,8.05,2015
HD 68988 b,198,1.97 Jupiters,8.2,2001
HD 69830 b,41,10.2 Earths,5.96004,2006
HD 69830 c,41,11.8 Earths,5.96004,2006
HD 75898 b,255,2.71 Jupiters,8.03,2007
HD 76920 b,600,3.93 Jupiters,7.83,2017
HD 77338 b,150,15.9 Earths,8.63,2012
HD 7924 c,55,7.86 Earths,7.17896,2015
HD 7924 d,55,6.44 Earths,7.17896,2015
HD 79498 b,160,1.34 Jupiters,8.05,2011
HD 81040 b,112,7.27 Jupiters,7.72,2005
HD 81817 b,878,27.1 Jupiters,4.26489,2020
HD 8535 b,181,0.68 Jupiters,7.7,2010
HD 85512 b,37,3.6 Earths,7.67,2011
HD 75898 b,255,2.71 Jupiters,8.03,2007
HD 76920 b,600,3.93 Jupiters,7.83,2017
HD 77338 b,150,15.9 Earths,8.63,2012
HD 7924 c,55,7.86 Earths,7.17896,2015
HD 7924 d,55,6.44 Earths,7.17896,2015
HD 79498 b,160,1.34 Jupiters,8.05,2011
HD 81040 b,112,7.27 Jupiters,7.72,2005
HD 81817 b,878,27.1 Jupiters,4.26489,2020
HD 8535 b,181,0.68 Jupiters,7.7,2010
HD 85512 b,37,3.6 Earths,7.67,2011
HD 79498 b,160,1.34 Jupiters,8.05,2011
HD 81040 b,112,7.27 Jupiters,7.72,2005
HD 81688 b,280,2.7 Jupiters,5.39755,2007
HD 81817 b,878,27.1 Jupiters,4.26489,2020
HD 82886 b,414,2.33 Jupiters,7.62,2011
HD 82943 b,90,1.681 Jupiters,6.54993,2003
HD 83443 b,133,0.34 Jupiters,8.23,2002
HD 8535 b,181,0.68 Jupiters,7.7,2010
HD 85512 b,37,3.6 Earths,7.67,2011
HD 8574 b,146,2.03 Jupiters,7.12,2002
HD 79498 b,160,1.34 Jupiters,8.05,2011
HD 81040 b,112,7.27 Jupiters,7.72,2005
HD 81688 b,280,2.7 Jupiters,5.39755,2007
HD 81817 b,878,27.1 Jupiters,4.26489,2020
HD 82886 b,414,2.33 Jupiters,7.62,2011
HD 82943 b,90,1.681 Jupiters,6.54993,2003
HD 83443 b,133,0.34 Jupiters,8.23,2002
HD 8535 b,181,0.68 Jupiters,7.7,2010
HD 85512 b,37,3.6 Earths,7.67,2011
HD 8574 b,146,2.03 Jupiters,7.12,2002
HD 86081 b,339,1.48 Jupiters,8.73,2006
HD 86226 b,149,0.45 Jupiters,7.93,2009
HD 86226 c,149,7.25 Earths,7.93,2020
HD 86264 b,221,7 Jupiters,7.41,2009
HD 86950 b,684,3.6 Jupiters,7.47,2016
HD 87646 b,240,12.4 Jupiters,8.07,2016
HD 87883 b,60,1.54 Jupiters,7.56,2009
HD 89307 b,104,2.11 Jupiters,7.02569,2009
HD 89744 b,126,8.35 Jupiters,5.73469,1999
HD 90156 b,72,17.98 Earths,6.92,2009
HD 9174 b,266,1.11 Jupiters,8.4,2016
HD 92788 b,113,3.76 Jupiters,7.31637,2000
HD 92987 b,142,16.88 Jupiters,7.03,2019
HD 9446 b,164,0.7 Jupiters,8.35,2009
HD 94834 b,320,1.26 Jupiters,7.6,2018
HD 95086 b,281,5 Jupiters,7.36,2013
HD 95089 b,447,1.26 Jupiters,7.92,2009
HD 95127 b,2207,10.63 Jupiters,8.15,2015
HD 95338 b,121,0.13353 Jupiters,8.62,2020
HD 95872 b,236,3.74 Jupiters,9.955,2015
HD 9174 b,266,1.11 Jupiters,8.4,2016
HD 92788 b,113,3.76 Jupiters,7.31637,2000
HD 92987 b,142,16.88 Jupiters,7.03,2019
HD 9446 b,164,0.7 Jupiters,8.35,2009
HD 94834 b,320,1.26 Jupiters,7.6,2018
HD 95086 b,281,5 Jupiters,7.36,2013
HD 95089 b,447,1.26 Jupiters,7.92,2009
HD 95127 b,2207,10.63 Jupiters,8.15,2015
HD 95338 b,121,0.13353 Jupiters,8.62,2020
HD 95872 b,236,3.74 Jupiters,9.955,2015
HD 96063 b,457,1.27 Jupiters,8.21,2011
HD 96992 b,1292,1.14 Jupiters,8.57,2021
HD 97048 b,600,2.5 Jupiters,8.44,2019
HD 97658 b,70,8.88263 Earths,7.76,2010
HD 98219 b,371,1.964 Jupiters,8.05,2011
HD 98736 b,106,2.33 Jupiters,7.93,2018
HD 99109 b,179,0.44 Jupiters,9.1,2005
HD 99492 b,59,22.2481 Earths,7.56727,2004
HD 99706 c,478,5.69 Jupiters,7.65,2018
HIP 105854 b,257,8.2 Jupiters,5.64,2014
HIP 107772 b,77,12.9 Earths,10.56,2020
HIP 107773 b,343,1.98 Jupiters,5.62,2015
HIP 109384 b,192,1.56 Jupiters,9.61,2016
HIP 109600 b,216,2.68 Jupiters,9.18,2016
HIP 116454 b,204,12.7132 Earths,10.19,2014
HIP 12961 b,76,0.36 Jupiters,10.25,2010
HIP 14810 c,165,1.31 Jupiters,8.520001,2006
HIP 35173 b,108,12.7 Earths,9.01,2019
HIP 38594 b,58,8.1 Earths,9.75,2020
HIP 41378 b,347,8.75 Earths,8.93,2016
HIP 107772 b,77,12.9 Earths,10.56,2020
HIP 107773 b,343,1.98 Jupiters,5.62,2015
HIP 109384 b,192,1.56 Jupiters,9.61,2016
HIP 109600 b,216,2.68 Jupiters,9.18,2016
HIP 116454 b,204,12.7132 Earths,10.19,2014
HIP 12961 b,76,0.36 Jupiters,10.25,2010
HIP 14810 c,165,1.31 Jupiters,8.520001,2006
HIP 35173 b,108,12.7 Earths,9.01,2019
HIP 38594 b,58,8.1 Earths,9.75,2020
HIP 41378 b,347,8.75 Earths,8.93,2016
HIP 67522 b,415,0.228 Jupiters,9.79,2020
HIP 67537 b,379,11.1 Jupiters,6.43,2017
HIP 67851 b,209,1.38 Jupiters,6.17,2015
HIP 70849 b,78,9 Jupiters,10.421,2009
HIP 71135 b,105,18.8 Earths,10.53,2019
HIP 74890 b,257,2.4 Jupiters,7.05,2016
HIP 79098 AB b,476,20.5 Jupiters,5.86,2019
HIP 79431 b,47,2.1 Jupiters,11.394,2009
HIP 8541 b,506,5.5 Jupiters,7.88,2016
HIP 91258 b,150,1.09 Jupiters,8.65,2013
HIP 67522 b,415,0.228 Jupiters,9.79,2020
HIP 67537 b,379,11.1 Jupiters,6.43,2017
HIP 67851 b,209,1.38 Jupiters,6.17,2015
HIP 70849 b,78,9 Jupiters,10.421,2009
HIP 71135 b,105,18.8 Earths,10.53,2019
HIP 74890 b,257,2.4 Jupiters,7.05,2016
HIP 79098 AB b,476,20.5 Jupiters,5.86,2019
HIP 79431 b,47,2.1 Jupiters,11.394,2009
HIP 8541 b,506,5.5 Jupiters,7.88,2016
HIP 91258 b,150,1.09 Jupiters,8.65,2013
HR 8799 e,135,10 Jupiters,5.98,2010
HU Aquarii AB c,627,4.5 Jupiters,16.183,2011
IC 4651 9122 b,2803,6.3 Jupiters,10.909,2018
K2-100 b,616,12.6 Earths,10.651,2016
K2-101 b,614,4.66 Earths,12.892,2016
K2-104 b,617,4.5 Earths,15.989,2016
K2-105 b,646,30 Earths,11.752,2017
K2-108 b,1557,0.18689 Jupiters,12.339,2017
K2-111 b,654,5.29 Earths,11.13,2017
K2-111 c,654,11.3 Earths,11.13,2020
K2-114 b,1552,1.85 Jupiters,14.55,2017
K2-117 b,332,4.78 Earths,14.639,2017
K2-117 c,332,4.9 Earths,14.639,2017
K2-118 b,1049,6.99 Earths,14,2017
K2-119 b,1193,6.94 Earths,14.818,2017
K2-11 b,1074,0.14 Jupiters,13.409,2015
K2-121 b,553,0.138 Jupiters,13.229,2017
K2-122 b,235,1.92 Earths,13.105,2017
K2-124 b,458,8.75 Earths,16.692,2017
K2-125 b,405,5.39 Earths,16.4,2017
K2-114 b,1552,1.85 Jupiters,14.55,2017
K2-117 b,332,4.78 Earths,14.639,2017
K2-117 c,332,4.9 Earths,14.639,2017
K2-118 b,1049,6.99 Earths,14,2017
K2-119 b,1193,6.94 Earths,14.818,2017
K2-11 b,1074,0.14 Jupiters,13.409,2015
K2-121 b,553,0.138 Jupiters,13.229,2017
K2-122 b,235,1.92 Earths,13.105,2017
K2-124 b,458,8.75 Earths,16.692,2017
K2-125 b,405,5.39 Earths,16.4,2017
K2-129 b,91,1.12 Earths,13.639,2017
K2-130 b,385,2.1 Earths,12.676,2017
K2-131 b,497,6.3 Earths,12.129,2017
K2-132 b,1989,0.49 Jupiters,12.071,2017
K2-133 c,245,3.2 Earths,14.073,2017
K2-133 d,245,4.67 Earths,14.073,2017
K2-133 e,245,3.64 Earths,14.073,2019
K2-136 d,193,2.7 Earths,11.101,2017
K2-137 b,323,0.5 Jupiters,15.94,2017
K2-138 b,661,3.1 Earths,12.246,2017
K2-138 c,661,6.31 Earths,12.246,2017
K2-138 d,661,7.92 Earths,12.246,2017
K2-13 b,1117,4.23 Earths,12.882,2015
K2-141 b,202,5.08 Earths,11.454,2018
K2-146 b,259,5.77 Earths,16.7,2018
K2-149 b,403,3.33 Earths,14.543,2018
K2-152 b,354,5.86 Earths,13.728,2018
K2-153 b,467,4.66 Earths,14.96,2018
K2-154 b,422,4.62 Earths,13.861,2018
K2-155 b,237,3.89 Earths,12.773,2018
K2-138 c,661,6.31 Earths,12.246,2017
K2-138 d,661,7.92 Earths,12.246,2017
K2-13 b,1117,4.23 Earths,12.882,2015
K2-141 b,202,5.08 Earths,11.454,2018
K2-146 b,259,5.77 Earths,16.7,2018
K2-149 b,403,3.33 Earths,14.543,2018
K2-152 b,354,5.86 Earths,13.728,2018
K2-153 b,467,4.66 Earths,14.96,2018
K2-154 b,422,4.62 Earths,13.861,2018
K2-155 b,237,3.89 Earths,12.773,2018
K2-155 c,237,7.27 Earths,12.773,2018
K2-155 d,237,4.27 Earths,12.773,2018
K2-156 b,490,1.6 Earths,13.4,2018
K2-157 b,973,1.18 Earths,12.942,2018
K2-158 b,644,7.46 Earths,11.774,2018
K2-159 b,558,5.73 Earths,11.995,2018
K2-160 b,1029,10.2 Earths,12.838,2018
K2-163 b,680,6.65 Earths,13.078,2018
K2-164 b,1225,10.6 Earths,11.352,2018
K2-165 d,439,7.5 Earths,11.332,2018
K2-166 b,1556,5.43 Earths,12.081,2018
K2-16 c,1093,6.99 Earths,14.668,2015
K2-170 c,1282,3.9 Earths,12.668,2018
K2-172 b,815,3.42 Earths,12.5,2018
K2-172 c,815,10.4 Earths,12.5,2018
K2-173 b,746,3.22 Earths,12.523,2018
K2-175 b,807,4.81 Earths,10.836,2018
K2-176 b,807,2.83 Earths,12.909,2018
K2-177 b,1605,5.13 Earths,12.681,2018
K2-178 b,701,12.4 Earths,12.382,2018
K2-166 b,1556,5.43 Earths,12.081,2018
K2-16 c,1093,6.99 Earths,14.668,2015
K2-170 c,1282,3.9 Earths,12.668,2018
K2-172 b,815,3.42 Earths,12.5,2018
K2-172 c,815,10.4 Earths,12.5,2018
K2-173 b,746,3.22 Earths,12.523,2018
K2-175 b,807,4.81 Earths,10.836,2018
K2-176 b,807,2.83 Earths,12.909,2018
K2-177 b,1605,5.13 Earths,12.681,2018
K2-178 b,701,12.4 Earths,12.382,2018
K2-179 b,622,6.86 Earths,12.939,2018
K2-17 b,408,5.6 Earths,13.411,2015
K2-180 b,665,5.95 Earths,12.557,2018
K2-183 b,1073,7.27 Earths,12.867,2018
K2-184 b,247,3.02 Earths,10.345,2018
K2-185 b,875,2.28 Earths,12.235,2018
K2-186 b,1079,10.2 Earths,12.413,2018
K2-187 b,1079,2.24 Earths,13.102,2018
K2-187 c,1079,3.89 Earths,13.102,2018
K2-189 b,790,2.92 Earths,12.398,2018
K2-179 b,622,6.86 Earths,12.939,2018
K2-17 b,408,5.6 Earths,13.411,2015
K2-180 b,665,5.95 Earths,12.557,2018
K2-183 b,1073,7.27 Earths,12.867,2018
K2-184 b,247,3.02 Earths,10.345,2018
K2-185 b,875,2.28 Earths,12.235,2018
K2-186 b,1079,10.2 Earths,12.413,2018
K2-187 b,1079,2.24 Earths,13.102,2018
K2-187 c,1079,3.89 Earths,13.102,2018
K2-189 b,790,2.92 Earths,12.398,2018
K2-189 c,790,6.8 Earths,12.398,2018
K2-18 b,124,8.92 Earths,13.477,2015
K2-193 b,1344,14.8 Earths,13.341,2018
K2-194 b,2053,12.9 Earths,12.998,2018
K2-195 c,1028,7.16 Earths,12.524,2018
K2-196 b,1908,12.6 Earths,12.241,2018
K2-198 b,361,16.3 Earths,10.971,2018
K2-198 d,361,6.52 Earths,10.971,2019
K2-199 b,351,4.16 Earths,12.358,2018
K2-199 c,351,8.15 Earths,12.358,2018
K2-189 c,790,6.8 Earths,12.398,2018
K2-18 b,124,8.92 Earths,13.477,2015
K2-193 b,1344,14.8 Earths,13.341,2018
K2-194 b,2053,12.9 Earths,12.998,2018
K2-195 c,1028,7.16 Earths,12.524,2018
K2-196 b,1908,12.6 Earths,12.241,2018
K2-198 b,361,16.3 Earths,10.971,2018
K2-198 d,361,6.52 Earths,10.971,2019
K2-199 b,351,4.16 Earths,12.358,2018
K2-199 c,351,8.15 Earths,12.358,2018
K2-189 c,790,6.8 Earths,12.398,2018
K2-18 b,124,8.92 Earths,13.477,2015
K2-193 b,1344,14.8 Earths,13.341,2018
K2-194 b,2053,12.9 Earths,12.998,2018
K2-195 c,1028,7.16 Earths,12.524,2018
K2-196 b,1908,12.6 Earths,12.241,2018
K2-198 b,361,16.3 Earths,10.971,2018
K2-198 d,361,6.52 Earths,10.971,2019
K2-199 b,351,4.16 Earths,12.358,2018
K2-199 c,351,8.15 Earths,12.358,2018
K2-189 c,790,6.8 Earths,12.398,2018
K2-18 b,124,8.92 Earths,13.477,2015
K2-193 b,1344,14.8 Earths,13.341,2018
K2-194 b,2053,12.9 Earths,12.998,2018
K2-195 c,1028,7.16 Earths,12.524,2018
K2-196 b,1908,12.6 Earths,12.241,2018
K2-198 b,361,16.3 Earths,10.971,2018
K2-198 d,361,6.52 Earths,10.971,2019
K2-199 b,351,4.16 Earths,12.358,2018
K2-199 c,351,8.15 Earths,12.358,2018
K2-187 b,1079,2.24 Earths,13.102,2018
K2-187 c,1079,3.89 Earths,13.102,2018
K2-189 b,790,2.92 Earths,12.398,2018
K2-189 c,790,6.8 Earths,12.398,2018
K2-18 b,124,8.92 Earths,13.477,2015
K2-193 b,1344,14.8 Earths,13.341,2018
K2-194 b,2053,12.9 Earths,12.998,2018
K2-195 c,1028,7.16 Earths,12.524,2018
K2-196 b,1908,12.6 Earths,12.241,2018
K2-198 b,361,16.3 Earths,10.971,2018
K2-19 c,945,15.9 Earths,13.024,2015
K2-201 b,646,2.54 Earths,12.168,2018
K2-201 c,646,10.8 Earths,12.168,2018
K2-203 b,542,2.45 Earths,12.391,2018
K2-204 b,1883,9.51 Earths,12.985,2018
K2-205 b,1322,4.64 Earths,12.45,2018
K2-206 b,797,8.22 Earths,13.084,2018
K2-207 b,1184,7.3 Earths,13.175,2018
K2-208 b,838,3.46 Earths,12.577,2018
K2-215 b,1318,5.16 Earths,12.99,2018
K2-19 c,945,15.9 Earths,13.024,2015
K2-201 b,646,2.54 Earths,12.168,2018
K2-201 c,646,10.8 Earths,12.168,2018
K2-203 b,542,2.45 Earths,12.391,2018
K2-204 b,1883,9.51 Earths,12.985,2018
K2-205 b,1322,4.64 Earths,12.45,2018
K2-206 b,797,8.22 Earths,13.084,2018
K2-207 b,1184,7.3 Earths,13.175,2018
K2-208 b,838,3.46 Earths,12.577,2018
K2-215 b,1318,5.16 Earths,12.99,2018
K2-189 c,790,6.8 Earths,12.398,2018
K2-18 b,124,8.92 Earths,13.477,2015
K2-193 b,1344,14.8 Earths,13.341,2018
K2-194 b,2053,12.9 Earths,12.998,2018
K2-195 c,1028,7.16 Earths,12.524,2018
K2-196 b,1908,12.6 Earths,12.241,2018
K2-198 b,361,16.3 Earths,10.971,2018
K2-198 d,361,6.52 Earths,10.971,2019
K2-199 b,351,4.16 Earths,12.358,2018
K2-199 c,351,8.15 Earths,12.358,2018
K2-173 b,746,3.22 Earths,12.523,2018
K2-175 b,807,4.81 Earths,10.836,2018
K2-176 b,807,2.83 Earths,12.909,2018
K2-177 b,1605,5.13 Earths,12.681,2018
K2-178 b,701,12.4 Earths,12.382,2018
K2-179 b,622,6.86 Earths,12.939,2018
K2-17 b,408,5.6 Earths,13.411,2015
K2-180 b,665,5.95 Earths,12.557,2018
K2-183 b,1073,7.27 Earths,12.867,2018
K2-184 b,247,3.02 Earths,10.345,2018
K2-173 b,746,3.22 Earths,12.523,2018
K2-175 b,807,4.81 Earths,10.836,2018
K2-176 b,807,2.83 Earths,12.909,2018
K2-177 b,1605,5.13 Earths,12.681,2018
K2-178 b,701,12.4 Earths,12.382,2018
K2-179 b,622,6.86 Earths,12.939,2018
K2-17 b,408,5.6 Earths,13.411,2015
K2-180 b,665,5.95 Earths,12.557,2018
K2-183 b,1073,7.27 Earths,12.867,2018
K2-184 b,247,3.02 Earths,10.345,2018
K2-166 b,1556,5.43 Earths,12.081,2018
K2-16 c,1093,6.99 Earths,14.668,2015
K2-170 c,1282,3.9 Earths,12.668,2018
K2-172 b,815,3.42 Earths,12.5,2018
K2-172 c,815,10.4 Earths,12.5,2018
K2-173 b,746,3.22 Earths,12.523,2018
K2-175 b,807,4.81 Earths,10.836,2018
K2-176 b,807,2.83 Earths,12.909,2018
K2-177 b,1605,5.13 Earths,12.681,2018
K2-178 b,701,12.4 Earths,12.382,2018
